final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
1056150.0576470227,0.05615005764702263,0.02785972281362925,-0.31146119018265855,0.2379699725251493,0.0894,0.1981,0.3333333333333333,2.2391,1.1195,5,10.0,12,1.295095,-1.238945,-1.1252
