final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
852923.5610630478,-0.1470764389369521,-0.07690117154620313,-0.3413949595590983,-0.05363849642990637,-0.2253,-0.0602,0.2692307692307692,2.1562,0.7944,5,10.7,26,0.078571,-0.225648,-0.4549
