final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
1308527.2412565593,0.30852724125655917,0.1448300835206937,-0.07866667589984333,1.1800162662042473,1.8411,0.8237,1.0,0.0,0.0,0,22.0,4,1.295095,-0.986567,-0.835
