final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
1060838.9024057211,0.06083890240572121,0.030152482581548457,-0.06691550089731703,0.43962095098769954,0.4506,0.4655,0.5283018867924528,1.0766,1.2057,6,1.9,106,0.994142,-0.933303,-1.0572
