final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
1095536.2589395195,0.09553625893951945,0.04696465645510206,-0.12848285913674987,0.48529602897270274,0.3655,0.2768,0.5,1.461,1.461,4,4.9,16,0.580671,-0.485135,-0.7689
