final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
755797.9004119167,-0.24420209958808337,-0.1313620773134272,-0.3208807277277057,-0.9766659275582761,-0.4094,-0.412,0.35714285714285715,0.6746,0.3748,4,2.9,14,0.078571,-0.322774,-0.5883
