final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
1052918.6761426097,0.0529186761426097,0.026276690239624534,-0.11961790226443271,0.38846181330152063,0.2197,0.4397,0.5172413793103449,1.0826,1.1599,6,2.3,87,1.349687,-1.296768,-1.5549
