final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
986561.2378992592,-0.013438762100740798,-0.006782343760559195,-0.11089770386851726,-0.06877174231664904,-0.0612,-0.0745,0.5487804878048781,0.7861,0.9561,5,2.4,82,0.442394,-0.455832,-0.7553
