final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
1018456.5272219314,0.018456527221931474,0.009241331461075752,-0.10738500309096616,0.13684828934515908,0.0861,0.0535,0.5,1.2929,1.2929,3,6.6,8,0.078571,-0.060115,-0.2761
