final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
1319253.096870585,0.3192530968705851,0.149540627840417,-0.1321174684214582,0.8383974984903773,1.1319,1.1616,0.524390243902439,1.3374,1.4746,4,2.3,82,2.112791,-1.793538,-1.1935
