final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
1493047.7717003066,0.49304777170030656,0.22337057536331284,-0.14236450068916248,1.2563762434806391,1.569,0.6907,0.7142857142857143,1.5517,3.8791,2,2.4,14,1.295095,-0.802047,-0.6027
